List of Differential Expressed Genes,,,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
CCT4.1,8.66E-29,-0.134368856,0.408,0.544,2.25E-24,Profi_TAM,CCT4
KCNAB2.1,8.90E-29,-0.275373043,0.318,0.439,2.31E-24,Profi_TAM,KCNAB2
PARP9.1,8.90E-29,-0.239796873,0.241,0.351,2.31E-24,Profi_TAM,PARP9
CARS2.1,9.18E-29,-0.438576805,0.138,0.228,2.38E-24,Profi_TAM,CARS2
ARRB2.1,9.35E-29,-0.130957212,0.625,0.777,2.43E-24,Profi_TAM,ARRB2
CWC27.1,9.55E-29,-0.467292702,0.148,0.241,2.48E-24,Profi_TAM,CWC27
TMEM120A.1,9.60E-29,-0.373857974,0.168,0.263,2.49E-24,Profi_TAM,TMEM120A
PCED1B.1,9.65E-29,-0.601978687,0.121,0.209,2.50E-24,Profi_TAM,PCED1B
CST7.1,9.69E-29,-1.254071926,0.059,0.13,2.51E-24,Profi_TAM,CST7
THOC7.1,9.97E-29,-0.157581401,0.377,0.512,2.59E-24,Profi_TAM,THOC7
USP15.1,1.00E-28,-0.149579351,0.277,0.394,2.61E-24,Profi_TAM,USP15
KCNN4.1,1.01E-28,-1.278585125,0.038,0.1,2.61E-24,Profi_TAM,KCNN4
CHMP4B.1,1.02E-28,-0.107641106,0.466,0.609,2.65E-24,Profi_TAM,CHMP4B
WIPI1.1,1.04E-28,0.877024928,0.229,0.152,2.70E-24,Profi_TAM,WIPI1
ST7.1,1.06E-28,-0.862074051,0.051,0.119,2.76E-24,Profi_TAM,ST7
PIAS1.1,1.07E-28,-0.216115801,0.265,0.381,2.77E-24,Profi_TAM,PIAS1
SDCBP.1,1.07E-28,0.272447664,0.886,0.935,2.79E-24,Profi_TAM,SDCBP
C19orf25.1,1.11E-28,-0.450801464,0.149,0.242,2.88E-24,Profi_TAM,C19orf25
ITPA.1,1.17E-28,-0.233121953,0.339,0.463,3.04E-24,Profi_TAM,ITPA
NIPSNAP3A.1,1.19E-28,-0.397113366,0.154,0.25,3.10E-24,Profi_TAM,NIPSNAP3A
SOD1.1,1.23E-28,-0.202963424,0.701,0.826,3.19E-24,Profi_TAM,SOD1
FBXO9.1,1.28E-28,-0.247689928,0.167,0.264,3.32E-24,Profi_TAM,FBXO9
RAD50.1,1.32E-28,-0.361538854,0.176,0.275,3.42E-24,Profi_TAM,RAD50
BPNT1.1,1.35E-28,-0.593453471,0.059,0.129,3.49E-24,Profi_TAM,BPNT1
PSMD13.1,1.45E-28,-0.252765059,0.291,0.408,3.77E-24,Profi_TAM,PSMD13
TMED9,1.49E-28,-0.137882577,0.53,0.691,3.85E-24,Profi_TAM,TMED9
TRAPPC4.1,1.49E-28,-0.30269767,0.187,0.29,3.86E-24,Profi_TAM,TRAPPC4
PIEZO1.1,1.52E-28,-0.36804361,0.105,0.19,3.95E-24,Profi_TAM,PIEZO1
HERPUD2.1,1.53E-28,-0.217802176,0.183,0.285,3.98E-24,Profi_TAM,HERPUD2
CELF1.1,1.61E-28,-0.073895607,0.352,0.484,4.18E-24,Profi_TAM,CELF1
FYTTD1.1,1.61E-28,-0.274142417,0.202,0.309,4.18E-24,Profi_TAM,FYTTD1
ARHGAP10.1,1.70E-28,-0.237287133,0.184,0.287,4.42E-24,Profi_TAM,ARHGAP10
MIER1.1,1.72E-28,-0.202743028,0.202,0.309,4.46E-24,Profi_TAM,MIER1
GCSH.1,1.72E-28,-0.338097941,0.213,0.316,4.47E-24,Profi_TAM,GCSH
SYS1.1,1.75E-28,-0.285430867,0.302,0.425,4.53E-24,Profi_TAM,SYS1
TMBIM4.1,1.76E-28,-0.165017286,0.568,0.7,4.56E-24,Profi_TAM,TMBIM4
TFRC.1,1.76E-28,-0.077111222,0.523,0.665,4.58E-24,Profi_TAM,TFRC
LTV1.1,1.82E-28,-0.630694711,0.096,0.177,4.71E-24,Profi_TAM,LTV1
HSD17B8.1,1.86E-28,-0.498602516,0.059,0.13,4.82E-24,Profi_TAM,HSD17B8
RSBN1.1,1.87E-28,-0.481767985,0.119,0.205,4.84E-24,Profi_TAM,RSBN1
ITGAE.1,1.87E-28,-0.387057363,0.175,0.27,4.85E-24,Profi_TAM,ITGAE
TNIP2.1,2.01E-28,-0.401008445,0.18,0.278,5.21E-24,Profi_TAM,TNIP2
C1RL.1,2.03E-28,-0.696946251,0.048,0.114,5.28E-24,Profi_TAM,C1RL
C14orf142.1,2.09E-28,-0.462760048,0.189,0.287,5.43E-24,Profi_TAM,C14orf142
LUC7L2.1,2.17E-28,-0.159206538,0.156,0.255,5.62E-24,Profi_TAM,LUC7L2
EIF4A1,2.26E-28,-0.125793708,0.516,0.662,5.86E-24,Profi_TAM,EIF4A1
COA1.1,2.60E-28,-0.351926867,0.203,0.306,6.73E-24,Profi_TAM,COA1
WBSCR22.1,2.60E-28,-0.181451432,0.253,0.371,6.74E-24,Profi_TAM,WBSCR22
TNFRSF12A.1,2.74E-28,-0.442012618,0.083,0.162,7.10E-24,Profi_TAM,TNFRSF12A
POP4.1,2.81E-28,-0.365795603,0.219,0.324,7.29E-24,Profi_TAM,POP4
GALNT6.1,2.82E-28,-0.590308642,0.113,0.198,7.32E-24,Profi_TAM,GALNT6
RPS15.1,2.85E-28,-0.087292835,0.991,0.996,7.38E-24,Profi_TAM,RPS15
C20orf194,2.85E-28,1.227411614,0.228,0.158,7.39E-24,Profi_TAM,C20orf194
MT-ND6.1,2.90E-28,-0.395858536,0.132,0.221,7.52E-24,Profi_TAM,MT-ND6
FAM103A1.1,2.91E-28,-0.424062425,0.193,0.294,7.55E-24,Profi_TAM,FAM103A1
NR4A3.1,2.98E-28,1.542618911,0.276,0.208,7.72E-24,Profi_TAM,NR4A3
RPL26L1.1,3.00E-28,-0.162843391,0.33,0.457,7.79E-24,Profi_TAM,RPL26L1
HIRIP3.1,3.06E-28,-0.633745733,0.051,0.119,7.94E-24,Profi_TAM,HIRIP3
THUMPD3-AS1.1,3.14E-28,-0.19495688,0.17,0.273,8.15E-24,Profi_TAM,THUMPD3-AS1
WHSC1L1.1,3.15E-28,-0.220385593,0.242,0.355,8.16E-24,Profi_TAM,WHSC1L1
USP18.1,3.48E-28,-0.974265577,0.048,0.114,9.03E-24,Profi_TAM,USP18
GRHPR.1,3.58E-28,-0.231872438,0.351,0.48,9.28E-24,Profi_TAM,GRHPR
LSM5,3.62E-28,-0.171142445,0.435,0.578,9.39E-24,Profi_TAM,LSM5
ESF1.1,3.71E-28,-0.332544624,0.208,0.309,9.62E-24,Profi_TAM,ESF1
SH2B2.1,3.81E-28,-0.972245158,0.041,0.104,9.89E-24,Profi_TAM,SH2B2
CENPN,3.86E-28,-1.318881968,0.041,0.102,1.00E-23,Profi_TAM,CENPN
DUSP2.1,4.13E-28,0.762471062,0.399,0.327,1.07E-23,Profi_TAM,DUSP2
PA2G4.1,4.44E-28,-0.153542136,0.428,0.568,1.15E-23,Profi_TAM,PA2G4
PKIG.1,4.48E-28,-0.493492791,0.047,0.113,1.16E-23,Profi_TAM,PKIG
ANAPC5.1,4.57E-28,-0.215520586,0.208,0.314,1.19E-23,Profi_TAM,ANAPC5
CSNK1A1,4.61E-28,-0.097108043,0.479,0.627,1.20E-23,Profi_TAM,CSNK1A1
EIF2S3.1,4.73E-28,-0.1355715,0.325,0.45,1.23E-23,Profi_TAM,EIF2S3
GNS,4.74E-28,0.66895386,0.571,0.574,1.23E-23,Profi_TAM,GNS
NUTM2B-AS1.1,4.86E-28,-0.451291676,0.099,0.182,1.26E-23,Profi_TAM,NUTM2B-AS1
AHSA1.1,4.99E-28,-0.349881253,0.225,0.332,1.30E-23,Profi_TAM,AHSA1
CHCHD10.1,5.04E-28,-0.208968393,0.737,0.875,1.31E-23,Profi_TAM,CHCHD10
TMEM179B.1,5.06E-28,-0.13607457,0.425,0.562,1.31E-23,Profi_TAM,TMEM179B
IGLC3.1,5.23E-28,3.005738981,0.157,0.097,1.36E-23,Profi_TAM,IGLC3
LACTB2.1,5.38E-28,-0.281211815,0.179,0.278,1.40E-23,Profi_TAM,LACTB2
MRPS18A.1,5.49E-28,-0.40579301,0.16,0.255,1.43E-23,Profi_TAM,MRPS18A
COQ5.1,5.91E-28,-0.618290526,0.116,0.199,1.53E-23,Profi_TAM,COQ5
AP3S1.1,6.41E-28,-0.134143418,0.482,0.634,1.66E-23,Profi_TAM,AP3S1
BTD.1,6.41E-28,-0.845245712,0.057,0.125,1.66E-23,Profi_TAM,BTD
INPP5K.1,6.62E-28,-0.554519447,0.073,0.147,1.72E-23,Profi_TAM,INPP5K
SRC.1,6.79E-28,-0.594844247,0.072,0.146,1.76E-23,Profi_TAM,SRC
NTMT1.1,7.22E-28,-0.277132575,0.209,0.314,1.87E-23,Profi_TAM,NTMT1
TRIM69.1,8.07E-28,-0.366165658,0.169,0.267,2.09E-23,Profi_TAM,TRIM69
COMMD5.1,8.26E-28,-0.243186607,0.278,0.392,2.14E-23,Profi_TAM,COMMD5
CCDC50.1,8.26E-28,-0.031897189,0.312,0.442,2.14E-23,Profi_TAM,CCDC50
DALRD3.1,8.27E-28,-0.458023644,0.096,0.175,2.15E-23,Profi_TAM,DALRD3
CLEC5A.1,9.04E-28,-1.122099882,0.073,0.144,2.34E-23,Profi_TAM,CLEC5A
RNF167.1,9.33E-28,-0.146992587,0.202,0.307,2.42E-23,Profi_TAM,RNF167
EIF2AK1.1,9.56E-28,-0.26243102,0.196,0.299,2.48E-23,Profi_TAM,EIF2AK1
MT1E,1.03E-27,-0.664275718,0.06,0.131,2.67E-23,Profi_TAM,MT1E
SHARPIN.1,1.05E-27,-0.182197461,0.258,0.373,2.72E-23,Profi_TAM,SHARPIN
PFKL.1,1.07E-27,-0.130341691,0.371,0.501,2.77E-23,Profi_TAM,PFKL
SHOC2.1,1.09E-27,-0.165800615,0.252,0.364,2.84E-23,Profi_TAM,SHOC2
GUCD1.1,1.11E-27,-0.499910357,0.13,0.218,2.87E-23,Profi_TAM,GUCD1
CEP63.1,1.14E-27,-0.287414375,0.14,0.231,2.96E-23,Profi_TAM,CEP63
SFTPA1.1,1.17E-27,-0.128154243,0.261,0.372,3.03E-23,Profi_TAM,SFTPA1
PAFAH1B1.1,1.20E-27,-0.205647756,0.267,0.382,3.11E-23,Profi_TAM,PAFAH1B1
RABIF.1,1.25E-27,-0.309735141,0.181,0.28,3.24E-23,Profi_TAM,RABIF
TEX2.1,1.34E-27,-0.818156265,0.064,0.133,3.48E-23,Profi_TAM,TEX2
SELK.1,1.45E-27,0.06170418,0.637,0.79,3.76E-23,Profi_TAM,SELK
ATP5I.1,1.46E-27,0.359558771,0.739,0.819,3.79E-23,Profi_TAM,ATP5I
KSR1.1,1.48E-27,-0.604109035,0.05,0.117,3.84E-23,Profi_TAM,KSR1
TMEM5.1,1.55E-27,-0.74515784,0.09,0.167,4.03E-23,Profi_TAM,TMEM5
HNRNPDL.1,1.56E-27,-0.11545255,0.667,0.814,4.05E-23,Profi_TAM,HNRNPDL
NCL,1.69E-27,-0.154526201,0.487,0.626,4.39E-23,Profi_TAM,NCL
TPR.1,1.73E-27,-0.254341685,0.286,0.401,4.48E-23,Profi_TAM,TPR
VAT1.1,1.94E-27,-0.178118923,0.5,0.651,5.03E-23,Profi_TAM,VAT1
TCEAL8.1,2.01E-27,-0.150465784,0.375,0.502,5.21E-23,Profi_TAM,TCEAL8
KCNE1.1,2.16E-27,-0.610268833,0.09,0.167,5.60E-23,Profi_TAM,KCNE1
EIF2S1.1,2.21E-27,-0.265348495,0.227,0.331,5.74E-23,Profi_TAM,EIF2S1
MS4A14.1,2.34E-27,-0.466751857,0.061,0.131,6.06E-23,Profi_TAM,MS4A14
TMC8.1,2.36E-27,-0.421913786,0.092,0.17,6.11E-23,Profi_TAM,TMC8
EXOC5.1,2.37E-27,-0.279343212,0.188,0.288,6.15E-23,Profi_TAM,EXOC5
SECTM1.1,2.51E-27,-0.215024343,0.111,0.197,6.52E-23,Profi_TAM,SECTM1
UCHL3.1,2.52E-27,-0.414922752,0.25,0.353,6.53E-23,Profi_TAM,UCHL3
FAM122A.1,2.55E-27,-0.415600389,0.105,0.185,6.62E-23,Profi_TAM,FAM122A
ZNF394.1,2.80E-27,-0.456992734,0.111,0.195,7.25E-23,Profi_TAM,ZNF394
F11R.1,3.00E-27,-0.294814674,0.154,0.247,7.78E-23,Profi_TAM,F11R
SMARCB1.1,3.06E-27,-0.265776065,0.226,0.335,7.94E-23,Profi_TAM,SMARCB1
PDE8A.1,3.09E-27,-0.356934489,0.099,0.18,8.01E-23,Profi_TAM,PDE8A
QTRT1.1,3.26E-27,-0.448371222,0.08,0.156,8.45E-23,Profi_TAM,QTRT1
NIP7.1,3.27E-27,-0.487566869,0.079,0.155,8.48E-23,Profi_TAM,NIP7
KCTD17.1,3.36E-27,-0.504406984,0.095,0.174,8.71E-23,Profi_TAM,KCTD17
PPM1K.1,3.39E-27,-0.253800269,0.145,0.238,8.80E-23,Profi_TAM,PPM1K
POLD3.1,3.67E-27,-0.701448798,0.069,0.141,9.52E-23,Profi_TAM,POLD3
SRRM1,3.73E-27,-0.135913631,0.53,0.68,9.68E-23,Profi_TAM,SRRM1
GADD45GIP1.1,3.73E-27,-0.110643133,0.546,0.706,9.69E-23,Profi_TAM,GADD45GIP1
HLA-B,3.80E-27,-0.290333156,0.985,0.988,9.87E-23,Profi_TAM,HLA-B
PDCD4.1,3.84E-27,-0.05548006,0.216,0.327,9.95E-23,Profi_TAM,PDCD4
ACADM.1,3.92E-27,-0.340190268,0.205,0.307,1.02E-22,Profi_TAM,ACADM
COPRS.1,4.24E-27,-0.282381266,0.272,0.381,1.10E-22,Profi_TAM,COPRS
SNRNP25.1,4.37E-27,-0.35377065,0.284,0.397,1.13E-22,Profi_TAM,SNRNP25
FNIP1,4.46E-27,-0.135354353,0.353,0.484,1.16E-22,Profi_TAM,FNIP1
SSR2,4.56E-27,-0.15757117,0.62,0.792,1.18E-22,Profi_TAM,SSR2
ZFAND2A.1,4.57E-27,-0.21225947,0.166,0.264,1.19E-22,Profi_TAM,ZFAND2A
BRD7.1,4.69E-27,-0.341851358,0.185,0.282,1.22E-22,Profi_TAM,BRD7
ANKRD39.1,4.73E-27,-0.522774673,0.089,0.167,1.23E-22,Profi_TAM,ANKRD39
RECQL.1,4.75E-27,-0.287615799,0.202,0.303,1.23E-22,Profi_TAM,RECQL
PTP4A2,4.98E-27,-0.169411328,0.576,0.736,1.29E-22,Profi_TAM,PTP4A2
ETFA.1,5.00E-27,-0.173411367,0.341,0.467,1.30E-22,Profi_TAM,ETFA
GDI1.1,5.05E-27,-0.058771138,0.18,0.284,1.31E-22,Profi_TAM,GDI1
CDC123.1,5.17E-27,-0.414139191,0.163,0.256,1.34E-22,Profi_TAM,CDC123
NAT9.1,5.68E-27,-0.597714209,0.06,0.129,1.47E-22,Profi_TAM,NAT9
DBR1.1,5.93E-27,-0.542349569,0.078,0.152,1.54E-22,Profi_TAM,DBR1
RTP4.1,5.96E-27,-0.812085735,0.045,0.107,1.55E-22,Profi_TAM,RTP4
UBE2V2.1,5.96E-27,-0.217431514,0.27,0.382,1.55E-22,Profi_TAM,UBE2V2
ISCA1.1,6.03E-27,-0.16025382,0.237,0.348,1.56E-22,Profi_TAM,ISCA1
IFT27.1,6.21E-27,-0.458047311,0.103,0.184,1.61E-22,Profi_TAM,IFT27
HMGCR.1,7.19E-27,-0.72091793,0.044,0.106,1.86E-22,Profi_TAM,HMGCR
VAMP2.1,7.37E-27,-0.055968198,0.407,0.542,1.91E-22,Profi_TAM,VAMP2
TUFM,7.54E-27,-0.161728927,0.476,0.619,1.96E-22,Profi_TAM,TUFM
PPP2R1A.1,7.85E-27,-0.234014754,0.335,0.454,2.04E-22,Profi_TAM,PPP2R1A
CD72.1,7.95E-27,1.111617304,0.181,0.116,2.06E-22,Profi_TAM,CD72
SLC25A26.1,8.13E-27,-0.277152026,0.144,0.234,2.11E-22,Profi_TAM,SLC25A26
NUP107.1,8.43E-27,-0.460154579,0.081,0.156,2.19E-22,Profi_TAM,NUP107
IRF3.1,8.90E-27,-0.256226611,0.182,0.28,2.31E-22,Profi_TAM,IRF3
FLII.1,9.69E-27,-0.187148795,0.254,0.364,2.51E-22,Profi_TAM,FLII
RAB1B.1,1.02E-26,-0.214250484,0.245,0.354,2.64E-22,Profi_TAM,RAB1B
RBM42.1,1.04E-26,-0.195662284,0.231,0.337,2.69E-22,Profi_TAM,RBM42
SMC6.1,1.10E-26,-0.452637315,0.119,0.202,2.85E-22,Profi_TAM,SMC6
SF3A2.1,1.12E-26,-0.386144908,0.085,0.16,2.90E-22,Profi_TAM,SF3A2
NBEAL1.1,1.13E-26,-0.088591561,0.387,0.517,2.94E-22,Profi_TAM,NBEAL1
TMEM251.1,1.15E-26,-0.197930934,0.355,0.485,2.98E-22,Profi_TAM,TMEM251
POGK.1,1.17E-26,-0.54557777,0.107,0.188,3.03E-22,Profi_TAM,POGK
CWC25.1,1.17E-26,-0.238221706,0.144,0.235,3.04E-22,Profi_TAM,CWC25
SPTAN1.1,1.23E-26,-0.172901396,0.181,0.282,3.20E-22,Profi_TAM,SPTAN1
CDK9.1,1.26E-26,-0.382371106,0.085,0.161,3.26E-22,Profi_TAM,CDK9
MYO1F,1.31E-26,-0.124741324,0.38,0.511,3.39E-22,Profi_TAM,MYO1F
RAB10.1,1.34E-26,-0.156338394,0.529,0.685,3.47E-22,Profi_TAM,RAB10
C16orf91.1,1.34E-26,-0.509167546,0.077,0.15,3.48E-22,Profi_TAM,C16orf91
CAPRIN1.1,1.34E-26,-0.12962001,0.284,0.4,3.48E-22,Profi_TAM,CAPRIN1
TNFAIP3.1,1.37E-26,0.868622979,0.572,0.545,3.56E-22,Profi_TAM,TNFAIP3
ABHD2.1,1.38E-26,-0.152170842,0.261,0.371,3.58E-22,Profi_TAM,ABHD2
GBP2.1,1.45E-26,-0.156739037,0.304,0.422,3.77E-22,Profi_TAM,GBP2
UTP3.1,1.46E-26,-0.4969851,0.127,0.211,3.79E-22,Profi_TAM,UTP3
CLK3.1,1.48E-26,-0.500563396,0.105,0.185,3.85E-22,Profi_TAM,CLK3
HSD3B7.1,1.61E-26,-0.25585301,0.251,0.36,4.19E-22,Profi_TAM,HSD3B7
USP14.1,1.66E-26,-0.2440013,0.212,0.314,4.31E-22,Profi_TAM,USP14
LAGE3.1,1.69E-26,-0.147147623,0.293,0.411,4.38E-22,Profi_TAM,LAGE3
ALG5.1,1.69E-26,-0.173331416,0.271,0.384,4.39E-22,Profi_TAM,ALG5
RP11-1143G9.4,1.71E-26,-0.750412151,0.492,0.619,4.44E-22,Profi_TAM,RP11-1143G9.4
UBE2K.1,1.77E-26,-0.116443277,0.358,0.485,4.60E-22,Profi_TAM,UBE2K
LSM3.1,1.79E-26,-0.148285555,0.579,0.734,4.64E-22,Profi_TAM,LSM3
HSPE1.1,1.81E-26,-0.146369322,0.67,0.826,4.71E-22,Profi_TAM,HSPE1
CRADD.1,1.85E-26,-0.92387196,0.055,0.12,4.79E-22,Profi_TAM,CRADD
ARRDC1.1,1.85E-26,-0.220210845,0.171,0.267,4.79E-22,Profi_TAM,ARRDC1
XRCC4.1,1.93E-26,-0.596938758,0.085,0.159,5.02E-22,Profi_TAM,XRCC4
RNMT.1,2.08E-26,-0.091437762,0.279,0.394,5.40E-22,Profi_TAM,RNMT
PSMD10.1,2.11E-26,-0.283085127,0.186,0.283,5.47E-22,Profi_TAM,PSMD10
COPS6.1,2.16E-26,-0.155796811,0.332,0.457,5.60E-22,Profi_TAM,COPS6
POLR2G.1,2.24E-26,-0.200295972,0.325,0.445,5.80E-22,Profi_TAM,POLR2G
SNX20.1,2.25E-26,-0.352444642,0.11,0.193,5.83E-22,Profi_TAM,SNX20
GNA15.1,2.25E-26,-0.107307271,0.306,0.424,5.84E-22,Profi_TAM,GNA15
NABP2.1,2.47E-26,-0.327876345,0.115,0.198,6.41E-22,Profi_TAM,NABP2
C7orf73,2.58E-26,-0.12985403,0.486,0.636,6.69E-22,Profi_TAM,C7orf73
LSM1.1,2.59E-26,-0.188939827,0.303,0.421,6.72E-22,Profi_TAM,LSM1
IKBKG.1,2.61E-26,-0.41537813,0.132,0.217,6.77E-22,Profi_TAM,IKBKG
SRSF9,2.62E-26,-0.175766783,0.473,0.61,6.79E-22,Profi_TAM,SRSF9
SREBF2.1,2.82E-26,-0.401867598,0.047,0.111,7.30E-22,Profi_TAM,SREBF2
LILRB2.1,2.92E-26,1.090941781,0.258,0.188,7.58E-22,Profi_TAM,LILRB2
TTF1.1,3.02E-26,-0.430081291,0.102,0.18,7.83E-22,Profi_TAM,TTF1
CIR1.1,3.16E-26,-0.273180265,0.31,0.432,8.20E-22,Profi_TAM,CIR1
COPS3.1,3.20E-26,-0.259202083,0.2,0.3,8.30E-22,Profi_TAM,COPS3
NDUFA13.1,3.24E-26,-0.097037387,0.578,0.729,8.42E-22,Profi_TAM,NDUFA13
IFI44L,3.32E-26,-0.189267101,0.171,0.272,8.62E-22,Profi_TAM,IFI44L
ZFHX3.1,3.45E-26,0.998016581,0.389,0.327,8.96E-22,Profi_TAM,ZFHX3
SLC35C2.1,3.72E-26,-0.283011395,0.148,0.239,9.64E-22,Profi_TAM,SLC35C2
MRPL9.1,3.86E-26,-0.293130192,0.193,0.292,1.00E-21,Profi_TAM,MRPL9
THAP4.1,3.97E-26,-0.482422423,0.085,0.16,1.03E-21,Profi_TAM,THAP4
CCNB1IP1.1,3.99E-26,-0.629999419,0.065,0.134,1.03E-21,Profi_TAM,CCNB1IP1
NUDT14.1,4.23E-26,-0.132806366,0.283,0.4,1.10E-21,Profi_TAM,NUDT14
NR2C2AP.1,4.36E-26,-0.721041538,0.057,0.122,1.13E-21,Profi_TAM,NR2C2AP
SCAMP3.1,4.46E-26,-0.280892977,0.184,0.281,1.16E-21,Profi_TAM,SCAMP3
DNAJC15,4.59E-26,-0.11954518,0.491,0.642,1.19E-21,Profi_TAM,DNAJC15
ACLY.1,4.64E-26,-0.305747351,0.165,0.257,1.20E-21,Profi_TAM,ACLY
MAPKAPK2.1,4.65E-26,-0.073634575,0.226,0.335,1.21E-21,Profi_TAM,MAPKAPK2
LYRM1.1,4.67E-26,-0.512799694,0.132,0.215,1.21E-21,Profi_TAM,LYRM1
FAM195A.1,4.70E-26,-0.263747904,0.295,0.414,1.22E-21,Profi_TAM,FAM195A
CWC15.1,4.86E-26,-0.170853002,0.413,0.552,1.26E-21,Profi_TAM,CWC15
IFIT5.1,5.10E-26,-0.623547426,0.059,0.126,1.32E-21,Profi_TAM,IFIT5
DNTTIP1.1,5.49E-26,-0.397100861,0.158,0.248,1.43E-21,Profi_TAM,DNTTIP1
MLF1.1,5.93E-26,0.22958337,0.069,0.141,1.54E-21,Profi_TAM,MLF1
RIOK1.1,6.20E-26,-0.447772456,0.089,0.164,1.61E-21,Profi_TAM,RIOK1
CHCHD1.1,6.36E-26,-0.210176105,0.381,0.513,1.65E-21,Profi_TAM,CHCHD1
SNRNP40.1,6.55E-26,-0.434120163,0.132,0.217,1.70E-21,Profi_TAM,SNRNP40
SLC50A1.1,6.68E-26,-0.172052498,0.209,0.308,1.73E-21,Profi_TAM,SLC50A1
XIAP.1,6.78E-26,-0.236360428,0.246,0.353,1.76E-21,Profi_TAM,XIAP
COMTD1.1,6.83E-26,-0.451880188,0.119,0.199,1.77E-21,Profi_TAM,COMTD1
SMARCE1.1,6.85E-26,-0.162674507,0.184,0.283,1.78E-21,Profi_TAM,SMARCE1
ZNHIT3.1,7.08E-26,-0.290104678,0.254,0.359,1.84E-21,Profi_TAM,ZNHIT3
RING1.1,7.11E-26,-0.125582861,0.168,0.262,1.84E-21,Profi_TAM,RING1
POM121.1,7.76E-26,-0.412001288,0.099,0.177,2.01E-21,Profi_TAM,POM121
CARD9.1,7.79E-26,-0.289852083,0.098,0.177,2.02E-21,Profi_TAM,CARD9
BECN1.1,8.33E-26,-0.116577849,0.257,0.369,2.16E-21,Profi_TAM,BECN1
TP53RK.1,8.65E-26,-0.492626597,0.098,0.175,2.24E-21,Profi_TAM,TP53RK
TP53I3.1,8.83E-26,-0.306961018,0.191,0.29,2.29E-21,Profi_TAM,TP53I3
ATRAID.1,8.84E-26,-0.107826489,0.55,0.694,2.29E-21,Profi_TAM,ATRAID
BCL10.1,8.85E-26,-0.44127252,0.132,0.217,2.30E-21,Profi_TAM,BCL10
PTPRA.1,8.88E-26,-0.275333378,0.202,0.304,2.30E-21,Profi_TAM,PTPRA
TSFM.1,8.97E-26,-0.754157238,0.095,0.17,2.33E-21,Profi_TAM,TSFM
GAR1.1,9.16E-26,-0.362282862,0.127,0.212,2.38E-21,Profi_TAM,GAR1
MOB2.1,9.27E-26,-0.249277629,0.12,0.203,2.40E-21,Profi_TAM,MOB2
LINC00969.1,9.38E-26,-0.076893129,0.198,0.302,2.43E-21,Profi_TAM,LINC00969
LINC00152.1,9.84E-26,-0.275609922,0.233,0.335,2.55E-21,Profi_TAM,LINC00152
SERBP1,1.01E-25,-0.155300965,0.608,0.769,2.62E-21,Profi_TAM,SERBP1
TRAPPC2L.1,1.03E-25,-0.223331955,0.398,0.522,2.66E-21,Profi_TAM,TRAPPC2L
SESN2.1,1.04E-25,-0.390039739,0.086,0.161,2.70E-21,Profi_TAM,SESN2
COX7C.1,1.04E-25,-0.154134036,0.895,0.969,2.71E-21,Profi_TAM,COX7C
MED19.1,1.06E-25,-0.408507174,0.118,0.2,2.76E-21,Profi_TAM,MED19
DCAF5.1,1.16E-25,-0.30102995,0.146,0.235,3.02E-21,Profi_TAM,DCAF5
LXN,1.18E-25,1.183406235,0.146,0.089,3.06E-21,Profi_TAM,LXN
RNASEH2A,1.19E-25,-0.629447968,0.079,0.15,3.09E-21,Profi_TAM,RNASEH2A
ADA,1.21E-25,1.011437475,0.107,0.057,3.13E-21,Profi_TAM,ADA
CHD7.1,1.25E-25,-0.501488005,0.045,0.107,3.24E-21,Profi_TAM,CHD7
COA5.1,1.26E-25,-0.246222917,0.212,0.31,3.28E-21,Profi_TAM,COA5
GUK1,1.28E-25,-0.158976978,0.759,0.896,3.31E-21,Profi_TAM,GUK1
GIMAP1.1,1.37E-25,1.050201715,0.241,0.172,3.54E-21,Profi_TAM,GIMAP1
TMEM106C,1.39E-25,-0.786851651,0.075,0.145,3.59E-21,Profi_TAM,TMEM106C
ZFP36L2.1,1.48E-25,0.620601087,0.731,0.758,3.84E-21,Profi_TAM,ZFP36L2
THAP11.1,1.51E-25,-0.483702432,0.104,0.183,3.92E-21,Profi_TAM,THAP11
TNFAIP8L2.1,1.66E-25,-0.224839167,0.246,0.354,4.32E-21,Profi_TAM,TNFAIP8L2
GRSF1.1,1.84E-25,-0.226675007,0.251,0.356,4.76E-21,Profi_TAM,GRSF1
GTPBP4.1,1.84E-25,-0.50232348,0.124,0.206,4.78E-21,Profi_TAM,GTPBP4
DNAJC17.1,1.85E-25,-0.526624559,0.071,0.141,4.79E-21,Profi_TAM,DNAJC17
CD33.1,1.91E-25,-0.039436855,0.318,0.441,4.96E-21,Profi_TAM,CD33
HMGN1.1,1.95E-25,-0.207129493,0.679,0.83,5.06E-21,Profi_TAM,HMGN1
UBA2.1,1.98E-25,-0.191686701,0.195,0.294,5.14E-21,Profi_TAM,UBA2
HDAC1.1,2.08E-25,-0.388186183,0.135,0.22,5.38E-21,Profi_TAM,HDAC1
MRPL21.1,2.08E-25,-0.231818968,0.302,0.413,5.39E-21,Profi_TAM,MRPL21
OSTM1.1,2.11E-25,-0.169236006,0.283,0.396,5.48E-21,Profi_TAM,OSTM1
SAYSD1.1,2.14E-25,-0.306439804,0.106,0.186,5.56E-21,Profi_TAM,SAYSD1
