Cell-cell communication signalings in tumor conditions,,,,,,,,,,,
,source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence
573,Proli_TRM,Fibroblasts,TNFSF12,TNFRSF12A,0.001061601,0,TNFSF12_TNFRSF12A,TNFSF12 - TNFRSF12A,TWEAK,Secreted Signaling,KEGG: hsa04060
574,TAM,Fibroblasts,TNFSF12,TNFRSF12A,0.001344315,0,TNFSF12_TNFRSF12A,TNFSF12 - TNFRSF12A,TWEAK,Secreted Signaling,KEGG: hsa04060
575,TRAM,Fibroblasts,TNFSF12,TNFRSF12A,0.002962729,0,TNFSF12_TNFRSF12A,TNFSF12 - TNFRSF12A,TWEAK,Secreted Signaling,KEGG: hsa04060
576,Unknown,Fibroblasts,TNFSF12,TNFRSF12A,0.002270875,0,TNFSF12_TNFRSF12A,TNFSF12 - TNFRSF12A,TWEAK,Secreted Signaling,KEGG: hsa04060
577,DC,Proli_TRM,TNFSF12,TNFRSF12A,0.000271495,0,TNFSF12_TNFRSF12A,TNFSF12 - TNFRSF12A,TWEAK,Secreted Signaling,KEGG: hsa04060
578,Fibroblasts,Proli_TRM,TNFSF12,TNFRSF12A,0.000228023,0,TNFSF12_TNFRSF12A,TNFSF12 - TNFRSF12A,TWEAK,Secreted Signaling,KEGG: hsa04060
579,Profi_TAM,Proli_TRM,TNFSF12,TNFRSF12A,0.000346739,0,TNFSF12_TNFRSF12A,TNFSF12 - TNFRSF12A,TWEAK,Secreted Signaling,KEGG: hsa04060
580,Proli_TRM,Proli_TRM,TNFSF12,TNFRSF12A,0.000256395,0,TNFSF12_TNFRSF12A,TNFSF12 - TNFRSF12A,TWEAK,Secreted Signaling,KEGG: hsa04060
581,TAM,Proli_TRM,TNFSF12,TNFRSF12A,0.000324746,0,TNFSF12_TNFRSF12A,TNFSF12 - TNFRSF12A,TWEAK,Secreted Signaling,KEGG: hsa04060
582,TRAM,Proli_TRM,TNFSF12,TNFRSF12A,0.000716586,0,TNFSF12_TNFRSF12A,TNFSF12 - TNFRSF12A,TWEAK,Secreted Signaling,KEGG: hsa04060
583,Unknown,Proli_TRM,TNFSF12,TNFRSF12A,0.000548961,0,TNFSF12_TNFRSF12A,TNFSF12 - TNFRSF12A,TWEAK,Secreted Signaling,KEGG: hsa04060
584,DC,B cells,TNFSF13B,TNFRSF13B,0.002013842,0,TNFSF13B_TNFRSF13B,TNFSF13B - TNFRSF13B,BAFF,Secreted Signaling,KEGG: hsa04060
585,Fibroblasts,B cells,TNFSF13B,TNFRSF13B,0.001052468,0,TNFSF13B_TNFRSF13B,TNFSF13B - TNFRSF13B,BAFF,Secreted Signaling,KEGG: hsa04060
586,Monocytes,B cells,TNFSF13B,TNFRSF13B,0.003062796,0,TNFSF13B_TNFRSF13B,TNFSF13B - TNFRSF13B,BAFF,Secreted Signaling,KEGG: hsa04060
587,Profi_TAM,B cells,TNFSF13B,TNFRSF13B,0.002606027,0,TNFSF13B_TNFRSF13B,TNFSF13B - TNFRSF13B,BAFF,Secreted Signaling,KEGG: hsa04060
588,Proli_TRM,B cells,TNFSF13B,TNFRSF13B,0.001995954,0,TNFSF13B_TNFRSF13B,TNFSF13B - TNFRSF13B,BAFF,Secreted Signaling,KEGG: hsa04060
589,TAM,B cells,TNFSF13B,TNFRSF13B,0.003125496,0,TNFSF13B_TNFRSF13B,TNFSF13B - TNFRSF13B,BAFF,Secreted Signaling,KEGG: hsa04060
590,TRAM,B cells,TNFSF13B,TNFRSF13B,0.001706706,0,TNFSF13B_TNFRSF13B,TNFSF13B - TNFRSF13B,BAFF,Secreted Signaling,KEGG: hsa04060
591,Unknown,B cells,TNFSF13B,TNFRSF13B,0.002211896,0,TNFSF13B_TNFRSF13B,TNFSF13B - TNFRSF13B,BAFF,Secreted Signaling,KEGG: hsa04060
592,DC,B cells,TNFSF13B,TNFRSF13C,0.007149489,0,TNFSF13B_TNFRSF13C,TNFSF13B - TNFRSF13C,BAFF,Secreted Signaling,KEGG: hsa04060
593,Fibroblasts,B cells,TNFSF13B,TNFRSF13C,0.003745645,0,TNFSF13B_TNFRSF13C,TNFSF13B - TNFRSF13C,BAFF,Secreted Signaling,KEGG: hsa04060
594,Monocytes,B cells,TNFSF13B,TNFRSF13C,0.010844389,0,TNFSF13B_TNFRSF13C,TNFSF13B - TNFRSF13C,BAFF,Secreted Signaling,KEGG: hsa04060
595,Profi_TAM,B cells,TNFSF13B,TNFRSF13C,0.009237867,0,TNFSF13B_TNFRSF13C,TNFSF13B - TNFRSF13C,BAFF,Secreted Signaling,KEGG: hsa04060
596,Proli_TRM,B cells,TNFSF13B,TNFRSF13C,0.007086306,0,TNFSF13B_TNFRSF13C,TNFSF13B - TNFRSF13C,BAFF,Secreted Signaling,KEGG: hsa04060
597,TAM,B cells,TNFSF13B,TNFRSF13C,0.01106462,0,TNFSF13B_TNFRSF13C,TNFSF13B - TNFRSF13C,BAFF,Secreted Signaling,KEGG: hsa04060
598,TRAM,B cells,TNFSF13B,TNFRSF13C,0.006063861,0,TNFSF13B_TNFRSF13C,TNFSF13B - TNFRSF13C,BAFF,Secreted Signaling,KEGG: hsa04060
599,Unknown,B cells,TNFSF13B,TNFRSF13C,0.007848643,0,TNFSF13B_TNFRSF13C,TNFSF13B - TNFRSF13C,BAFF,Secreted Signaling,KEGG: hsa04060
600,Profi_TAM,B cells,SPP1,CD44,0.006866773,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
601,Proli_TRM,B cells,SPP1,CD44,0.015471769,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
602,TAM,B cells,SPP1,CD44,0.033048131,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
603,Unknown,B cells,SPP1,CD44,0.009401481,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
604,Profi_TAM,DC,SPP1,CD44,0.013588612,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
605,Proli_TRM,DC,SPP1,CD44,0.030359485,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
606,TAM,DC,SPP1,CD44,0.063753512,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
607,Unknown,DC,SPP1,CD44,0.018558165,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
608,Profi_TAM,Epithelial cells,SPP1,CD44,0.002169047,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
609,Proli_TRM,Epithelial cells,SPP1,CD44,0.004916298,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
610,TAM,Epithelial cells,SPP1,CD44,0.010630832,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
611,Unknown,Epithelial cells,SPP1,CD44,0.002974894,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
612,Profi_TAM,Fibroblasts,SPP1,CD44,0.006472066,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
613,Proli_TRM,Fibroblasts,SPP1,CD44,0.014589708,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
614,TAM,Fibroblasts,SPP1,CD44,0.031195775,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
615,Unknown,Fibroblasts,SPP1,CD44,0.008862378,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
616,Profi_TAM,MAST cells,SPP1,CD44,0.019401136,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
617,Proli_TRM,MAST cells,SPP1,CD44,0.043032785,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
618,TAM,MAST cells,SPP1,CD44,0.089086107,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
619,Unknown,MAST cells,SPP1,CD44,0.026439435,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
620,Profi_TAM,Monocytes,SPP1,CD44,0.018568981,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
621,Proli_TRM,Monocytes,SPP1,CD44,0.041229636,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
622,TAM,Monocytes,SPP1,CD44,0.085525706,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
623,Unknown,Monocytes,SPP1,CD44,0.025313186,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
624,Profi_TAM,NK cells,SPP1,CD44,0.003792964,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
625,Proli_TRM,NK cells,SPP1,CD44,0.008579336,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
626,TAM,NK cells,SPP1,CD44,0.018472617,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
627,Unknown,NK cells,SPP1,CD44,0.005198987,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
628,Profi_TAM,Profi_TAM,SPP1,CD44,0.013164892,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
629,Proli_TRM,Profi_TAM,SPP1,CD44,0.029428417,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
630,TAM,Profi_TAM,SPP1,CD44,0.061863652,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
631,Unknown,Profi_TAM,SPP1,CD44,0.017982309,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
632,Profi_TAM,Proli_TRM,SPP1,CD44,0.014908835,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
633,Proli_TRM,Proli_TRM,SPP1,CD44,0.033254177,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
634,TAM,Proli_TRM,SPP1,CD44,0.069603671,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
635,Unknown,Proli_TRM,SPP1,CD44,0.02035125,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
636,Profi_TAM,T cells,SPP1,CD44,0.012951417,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
637,Proli_TRM,T cells,SPP1,CD44,0.028958961,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
638,TAM,T cells,SPP1,CD44,0.060909245,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
639,Unknown,T cells,SPP1,CD44,0.017692118,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
640,Profi_TAM,TAM,SPP1,CD44,0.017184969,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
641,Proli_TRM,TAM,SPP1,CD44,0.038222424,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
642,TAM,TAM,SPP1,CD44,0.079555708,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
643,Unknown,TAM,SPP1,CD44,0.023438509,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
644,Profi_TAM,TRAM,SPP1,CD44,0.015370013,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
645,Proli_TRM,TRAM,SPP1,CD44,0.034263097,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
646,TAM,TRAM,SPP1,CD44,0.071633705,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
647,Unknown,TRAM,SPP1,CD44,0.020977195,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
648,Profi_TAM,Unknown,SPP1,CD44,0.017414939,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
649,Proli_TRM,Unknown,SPP1,CD44,0.038722827,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
650,TAM,Unknown,SPP1,CD44,0.080551921,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
651,Unknown,Unknown,SPP1,CD44,0.023750143,0,SPP1_CD44,SPP1 - CD44,SPP1,Secreted Signaling,PMID: 21907263
652,Profi_TAM,Epithelial cells,SPP1,ITGAV_ITGB1,0.002324353,0,SPP1_ITGAV_ITGB1,SPP1 - (ITGAV+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
653,Proli_TRM,Epithelial cells,SPP1,ITGAV_ITGB1,0.005267272,0,SPP1_ITGAV_ITGB1,SPP1 - (ITGAV+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
654,TAM,Epithelial cells,SPP1,ITGAV_ITGB1,0.011385098,0,SPP1_ITGAV_ITGB1,SPP1 - (ITGAV+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
655,Unknown,Epithelial cells,SPP1,ITGAV_ITGB1,0.003187716,0,SPP1_ITGAV_ITGB1,SPP1 - (ITGAV+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
656,Profi_TAM,Fibroblasts,SPP1,ITGAV_ITGB1,0.004684255,0,SPP1_ITGAV_ITGB1,SPP1 - (ITGAV+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
657,Proli_TRM,Fibroblasts,SPP1,ITGAV_ITGB1,0.010583406,0,SPP1_ITGAV_ITGB1,SPP1 - (ITGAV+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
658,TAM,Fibroblasts,SPP1,ITGAV_ITGB1,0.022734689,0,SPP1_ITGAV_ITGB1,SPP1 - (ITGAV+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
659,Unknown,Fibroblasts,SPP1,ITGAV_ITGB1,0.006418544,0,SPP1_ITGAV_ITGB1,SPP1 - (ITGAV+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
660,Profi_TAM,Profi_TAM,SPP1,ITGAV_ITGB1,0.002556158,0,SPP1_ITGAV_ITGB1,SPP1 - (ITGAV+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
661,Proli_TRM,Profi_TAM,SPP1,ITGAV_ITGB1,0.005790867,0,SPP1_ITGAV_ITGB1,SPP1 - (ITGAV+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
662,TAM,Profi_TAM,SPP1,ITGAV_ITGB1,0.012509189,0,SPP1_ITGAV_ITGB1,SPP1 - (ITGAV+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
663,Unknown,Profi_TAM,SPP1,ITGAV_ITGB1,0.00350532,0,SPP1_ITGAV_ITGB1,SPP1 - (ITGAV+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
664,Profi_TAM,Fibroblasts,SPP1,ITGAV_ITGB5,0.001707516,0,SPP1_ITGAV_ITGB5,SPP1 - (ITGAV+ITGB5),SPP1,Secreted Signaling,PMID: 21907263
665,Proli_TRM,Fibroblasts,SPP1,ITGAV_ITGB5,0.003872474,0,SPP1_ITGAV_ITGB5,SPP1 - (ITGAV+ITGB5),SPP1,Secreted Signaling,PMID: 21907263
666,TAM,Fibroblasts,SPP1,ITGAV_ITGB5,0.008383925,0,SPP1_ITGAV_ITGB5,SPP1 - (ITGAV+ITGB5),SPP1,Secreted Signaling,PMID: 21907263
667,Unknown,Fibroblasts,SPP1,ITGAV_ITGB5,0.002342297,0,SPP1_ITGAV_ITGB5,SPP1 - (ITGAV+ITGB5),SPP1,Secreted Signaling,PMID: 21907263
668,Profi_TAM,Epithelial cells,SPP1,ITGAV_ITGB6,0.001299122,0,SPP1_ITGAV_ITGB6,SPP1 - (ITGAV+ITGB6),SPP1,Secreted Signaling,PMID: 21907263
669,Proli_TRM,Epithelial cells,SPP1,ITGAV_ITGB6,0.002947807,0,SPP1_ITGAV_ITGB6,SPP1 - (ITGAV+ITGB6),SPP1,Secreted Signaling,PMID: 21907263
670,TAM,Epithelial cells,SPP1,ITGAV_ITGB6,0.006388925,0,SPP1_ITGAV_ITGB6,SPP1 - (ITGAV+ITGB6),SPP1,Secreted Signaling,PMID: 21907263
671,Unknown,Epithelial cells,SPP1,ITGAV_ITGB6,0.001782351,0,SPP1_ITGAV_ITGB6,SPP1 - (ITGAV+ITGB6),SPP1,Secreted Signaling,PMID: 21907263
672,Profi_TAM,Unknown,SPP1,ITGA4_ITGB1,0.002352523,0,SPP1_ITGA4_ITGB1,SPP1 - (ITGA4+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
673,Proli_TRM,Unknown,SPP1,ITGA4_ITGB1,0.005330918,0,SPP1_ITGA4_ITGB1,SPP1 - (ITGA4+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
674,TAM,Unknown,SPP1,ITGA4_ITGB1,0.011521812,0,SPP1_ITGA4_ITGB1,SPP1 - (ITGA4+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
675,Unknown,Unknown,SPP1,ITGA4_ITGB1,0.003226315,0,SPP1_ITGA4_ITGB1,SPP1 - (ITGA4+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
676,Profi_TAM,Fibroblasts,SPP1,ITGA8_ITGB1,0.004058757,0,SPP1_ITGA8_ITGB1,SPP1 - (ITGA8+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
677,Proli_TRM,Fibroblasts,SPP1,ITGA8_ITGB1,0.009177446,0,SPP1_ITGA8_ITGB1,SPP1 - (ITGA8+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
678,TAM,Fibroblasts,SPP1,ITGA8_ITGB1,0.019746701,0,SPP1_ITGA8_ITGB1,SPP1 - (ITGA8+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
679,Unknown,Fibroblasts,SPP1,ITGA8_ITGB1,0.005562758,0,SPP1_ITGA8_ITGB1,SPP1 - (ITGA8+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
680,Profi_TAM,Endothelial cells,SPP1,ITGA5_ITGB1,0.00548766,0,SPP1_ITGA5_ITGB1,SPP1 - (ITGA5+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
681,Proli_TRM,Endothelial cells,SPP1,ITGA5_ITGB1,0.012385994,0,SPP1_ITGA5_ITGB1,SPP1 - (ITGA5+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
682,TAM,Endothelial cells,SPP1,ITGA5_ITGB1,0.02655137,0,SPP1_ITGA5_ITGB1,SPP1 - (ITGA5+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
683,Unknown,Endothelial cells,SPP1,ITGA5_ITGB1,0.007517154,0,SPP1_ITGA5_ITGB1,SPP1 - (ITGA5+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
684,Profi_TAM,Proli_TRM,SPP1,ITGA5_ITGB1,0.002366197,0,SPP1_ITGA5_ITGB1,SPP1 - (ITGA5+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
685,Proli_TRM,Proli_TRM,SPP1,ITGA5_ITGB1,0.005361811,0,SPP1_ITGA5_ITGB1,SPP1 - (ITGA5+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
686,TAM,Proli_TRM,SPP1,ITGA5_ITGB1,0.011588163,0,SPP1_ITGA5_ITGB1,SPP1 - (ITGA5+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
687,Unknown,Proli_TRM,SPP1,ITGA5_ITGB1,0.003245052,0,SPP1_ITGA5_ITGB1,SPP1 - (ITGA5+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
688,Profi_TAM,TAM,SPP1,ITGA5_ITGB1,0.002259152,0,SPP1_ITGA5_ITGB1,SPP1 - (ITGA5+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
689,Proli_TRM,TAM,SPP1,ITGA5_ITGB1,0.005119941,0,SPP1_ITGA5_ITGB1,SPP1 - (ITGA5+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
690,TAM,TAM,SPP1,ITGA5_ITGB1,0.01106855,0,SPP1_ITGA5_ITGB1,SPP1 - (ITGA5+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
691,Unknown,TAM,SPP1,ITGA5_ITGB1,0.003098371,0,SPP1_ITGA5_ITGB1,SPP1 - (ITGA5+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
692,Profi_TAM,Unknown,SPP1,ITGA5_ITGB1,0.00286862,0,SPP1_ITGA5_ITGB1,SPP1 - (ITGA5+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
693,Proli_TRM,Unknown,SPP1,ITGA5_ITGB1,0.006496162,0,SPP1_ITGA5_ITGB1,SPP1 - (ITGA5+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
694,TAM,Unknown,SPP1,ITGA5_ITGB1,0.0140212,0,SPP1_ITGA5_ITGB1,SPP1 - (ITGA5+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
695,Unknown,Unknown,SPP1,ITGA5_ITGB1,0.00393335,0,SPP1_ITGA5_ITGB1,SPP1 - (ITGA5+ITGB1),SPP1,Secreted Signaling,PMID: 21907263
696,Proli_TRM,Profi_TAM,RETN,TLR4,0.001390904,0,RETN_TLR4,RETN - TLR4,RESISTIN,Secreted Signaling,PMID: 30809105
697,TAM,Profi_TAM,RETN,TLR4,0.000639853,0,RETN_TLR4,RETN - TLR4,RESISTIN,Secreted Signaling,PMID: 30809105
698,TRAM,Profi_TAM,RETN,TLR4,0.005853313,0,RETN_TLR4,RETN - TLR4,RESISTIN,Secreted Signaling,PMID: 30809105
699,Proli_TRM,Proli_TRM,RETN,TLR4,0.000522418,0,RETN_TLR4,RETN - TLR4,RESISTIN,Secreted Signaling,PMID: 30809105
700,TAM,Proli_TRM,RETN,TLR4,0.000240213,0,RETN_TLR4,RETN - TLR4,RESISTIN,Secreted Signaling,PMID: 30809105
701,TRAM,Proli_TRM,RETN,TLR4,0.002204633,0,RETN_TLR4,RETN - TLR4,RESISTIN,Secreted Signaling,PMID: 30809105
702,Proli_TRM,TRAM,RETN,TLR4,0.000885614,0,RETN_TLR4,RETN - TLR4,RESISTIN,Secreted Signaling,PMID: 30809105
703,TAM,TRAM,RETN,TLR4,0.000407295,0,RETN_TLR4,RETN - TLR4,RESISTIN,Secreted Signaling,PMID: 30809105
704,TRAM,TRAM,RETN,TLR4,0.00373297,0,RETN_TLR4,RETN - TLR4,RESISTIN,Secreted Signaling,PMID: 30809105
705,Proli_TRM,Unknown,RETN,TLR4,0.000901023,0,RETN_TLR4,RETN - TLR4,RESISTIN,Secreted Signaling,PMID: 30809105
706,TAM,Unknown,RETN,TLR4,0.000414385,0,RETN_TLR4,RETN - TLR4,RESISTIN,Secreted Signaling,PMID: 30809105
707,TRAM,Unknown,RETN,TLR4,0.003797736,0,RETN_TLR4,RETN - TLR4,RESISTIN,Secreted Signaling,PMID: 30809105
708,Proli_TRM,B cells,RETN,CAP1,0.00147948,0,RETN_CAP1,RETN - CAP1,RESISTIN,Secreted Signaling,PMID: 30809105
709,TAM,B cells,RETN,CAP1,0.000680633,0,RETN_CAP1,RETN - CAP1,RESISTIN,Secreted Signaling,PMID: 30809105
710,TRAM,B cells,RETN,CAP1,0.006224292,0,RETN_CAP1,RETN - CAP1,RESISTIN,Secreted Signaling,PMID: 30809105
711,Proli_TRM,DC,RETN,CAP1,0.011407481,0,RETN_CAP1,RETN - CAP1,RESISTIN,Secreted Signaling,PMID: 30809105
712,TAM,DC,RETN,CAP1,0.005276322,0,RETN_CAP1,RETN - CAP1,RESISTIN,Secreted Signaling,PMID: 30809105
713,TRAM,DC,RETN,CAP1,0.046509167,0,RETN_CAP1,RETN - CAP1,RESISTIN,Secreted Signaling,PMID: 30809105
714,Proli_TRM,Endothelial cells,RETN,CAP1,0.005661044,0,RETN_CAP1,RETN - CAP1,RESISTIN,Secreted Signaling,PMID: 30809105
715,TAM,Endothelial cells,RETN,CAP1,0.002610258,0,RETN_CAP1,RETN - CAP1,RESISTIN,Secreted Signaling,PMID: 30809105
716,TRAM,Endothelial cells,RETN,CAP1,0.023500848,0,RETN_CAP1,RETN - CAP1,RESISTIN,Secreted Signaling,PMID: 30809105
717,Proli_TRM,Epithelial cells,RETN,CAP1,0.004340906,0,RETN_CAP1,RETN - CAP1,RESISTIN,Secreted Signaling,PMID: 30809105
718,TAM,Epithelial cells,RETN,CAP1,0.002000123,0,RETN_CAP1,RETN - CAP1,RESISTIN,Secreted Signaling,PMID: 30809105
719,TRAM,Epithelial cells,RETN,CAP1,0.018096236,0,RETN_CAP1,RETN - CAP1,RESISTIN,Secreted Signaling,PMID: 30809105
720,Proli_TRM,Fibroblasts,RETN,CAP1,0.00540032,0,RETN_CAP1,RETN - CAP1,RESISTIN,Secreted Signaling,PMID: 30809105
721,TAM,Fibroblasts,RETN,CAP1,0.002489688,0,RETN_CAP1,RETN - CAP1,RESISTIN,Secreted Signaling,PMID: 30809105
722,TRAM,Fibroblasts,RETN,CAP1,0.022437037,0,RETN_CAP1,RETN - CAP1,RESISTIN,Secreted Signaling,PMID: 30809105
723,Proli_TRM,MAST cells,RETN,CAP1,0.00363936,0,RETN_CAP1,RETN - CAP1,RESISTIN,Secreted Signaling,PMID: 30809105
724,TAM,MAST cells,RETN,CAP1,0.00167624,0,RETN_CAP1,RETN - CAP1,RESISTIN,Secreted Signaling,PMID: 30809105
725,TRAM,MAST cells,RETN,CAP1,0.015205604,0,RETN_CAP1,RETN - CAP1,RESISTIN,Secreted Signaling,PMID: 30809105
726,Proli_TRM,Monocytes,RETN,CAP1,0.008668393,0,RETN_CAP1,RETN - CAP1,RESISTIN,Secreted Signaling,PMID: 30809105
727,TAM,Monocytes,RETN,CAP1,0.004003445,0,RETN_CAP1,RETN - CAP1,RESISTIN,Secreted Signaling,PMID: 30809105
728,TRAM,Monocytes,RETN,CAP1,0.035645599,0,RETN_CAP1,RETN - CAP1,RESISTIN,Secreted Signaling,PMID: 30809105
729,Proli_TRM,NK cells,RETN,CAP1,0.0100591,0,RETN_CAP1,RETN - CAP1,RESISTIN,Secreted Signaling,PMID: 30809105
730,TAM,NK cells,RETN,CAP1,0.004649245,0,RETN_CAP1,RETN - CAP1,RESISTIN,Secreted Signaling,PMID: 30809105
731,TRAM,NK cells,RETN,CAP1,0.041184564,0,RETN_CAP1,RETN - CAP1,RESISTIN,Secreted Signaling,PMID: 30809105
732,Proli_TRM,Profi_TAM,RETN,CAP1,0.010987606,0,RETN_CAP1,RETN - CAP1,RESISTIN,Secreted Signaling,PMID: 30809105
733,TAM,Profi_TAM,RETN,CAP1,0.005080957,0,RETN_CAP1,RETN - CAP1,RESISTIN,Secreted Signaling,PMID: 30809105
734,TRAM,Profi_TAM,RETN,CAP1,0.044855927,0,RETN_CAP1,RETN - CAP1,RESISTIN,Secreted Signaling,PMID: 30809105
735,Proli_TRM,Proli_TRM,RETN,CAP1,0.012470223,0,RETN_CAP1,RETN - CAP1,RESISTIN,Secreted Signaling,PMID: 30809105
736,TAM,Proli_TRM,RETN,CAP1,0.005771208,0,RETN_CAP1,RETN - CAP1,RESISTIN,Secreted Signaling,PMID: 30809105
737,TRAM,Proli_TRM,RETN,CAP1,0.050674421,0,RETN_CAP1,RETN - CAP1,RESISTIN,Secreted Signaling,PMID: 30809105
